"","allDates","year","julianWeek","windMPH","RelativeHumidity","tempF","precip_cm","rainDay","afterRain"
"52","2024-05-21",2024,21,1.58155655205926,91.6799897599618,70.3877026367192,0,FALSE,TRUE
"53","2024-05-18",2024,20,0.2818596603581,97.440921105529,69.1852490234385,0.0286062568193302,TRUE,FALSE
"54","2024-04-29",2024,18,7.27547688005061,89.1233031144849,69.2173840332039,0,FALSE,TRUE
"55","2024-04-25",2024,17,4.8388651199399,87.5564781692623,60.763349609375,0,FALSE,TRUE
"56","2024-04-18",2024,16,4.75793445342657,86.4834179626843,72.3089367675789,0,FALSE,TRUE
"57","2024-04-13",2024,15,10.5567737439937,82.5687284466405,59.0208630371096,0,FALSE,TRUE
"58","2024-04-01",2024,14,7.51270185774127,89.971996852521,68.5150280761712,0,FALSE,TRUE
"59","2024-03-30",2024,13,7.87403783674515,79.9171926584142,60.9943371582039,0,FALSE,TRUE
"60","2024-03-24",2024,12,8.55040547294407,84.2110886573453,43.3056896972655,0,FALSE,TRUE
"61","2024-03-15",2024,11,7.98572755371726,91.3035382533246,63.254609375,0.020084778952878,TRUE,FALSE
"62","2024-02-28",2024,9,12.5272987900354,91.4737937048533,61.6849377441405,0.0472962856292725,TRUE,FALSE
"63","2024-02-25",2024,8,1.78600376528375,87.1679386991494,40.2004040527346,0,FALSE,TRUE
"64","2024-02-15",2024,7,3.64442125832752,86.9658782866268,48.4602551269539,0,FALSE,TRUE
"65","2024-02-10",2024,6,7.75969736892874,93.7659193090289,58.2973034667962,0.0124017402413301,TRUE,FALSE
"66","2024-01-29",2024,5,8.95906105809219,86.8626336829077,45.580244140625,0,FALSE,TRUE
"67","2024-01-26",2024,4,7.84413459759374,96.2104616164904,66.9359631347655,0.00556707382202148,TRUE,FALSE
"68","2024-01-20",2024,3,10.6213358478566,81.045789665417,27.3930920410155,0,FALSE,TRUE
"69","2023-06-29",2023,26,2.26515156777452,88.6075241219713,76.5074719238289,0,FALSE,TRUE
"70","2023-06-25",2023,25,3.92760564802945,90.7129772311227,78.3069226074212,0.0013748805031355,TRUE,FALSE
"71","2023-06-17",2023,24,5.22596441253226,83.921569233015,74.2348950195309,0,FALSE,TRUE
"72","2023-06-08",2023,23,5.99020001822072,85.2645695975631,66.4662426757809,0,FALSE,TRUE
"73","2023-06-03",2023,22,3.90250903365334,89.3033541341203,73.7575939941405,0.00080863637776929,TRUE,FALSE
"74","2023-05-22",2023,21,4.88732877596887,84.5337207098923,69.0049633789059,0,FALSE,TRUE
"75","2023-05-15",2023,20,4.08681377070014,86.8977034819557,68.2053234863289,0,FALSE,TRUE
"76","2023-04-24",2023,17,3.43852709957324,81.9564088740265,56.2550549316405,0,FALSE,TRUE
"77","2023-04-18",2023,16,7.76418387254646,77.8622998591451,62.6224560546885,0,FALSE,TRUE
"78","2023-04-10",2023,15,4.34746644434919,83.6045794822993,50.3831921386712,0,FALSE,TRUE
"79","2023-04-05",2023,14,7.29162470122268,90.372267719206,73.4401989746096,0.000180800759608246,TRUE,FALSE
"80","2023-04-02",2023,13,4.84220813214117,83.4884129233261,55.134833984375,0,FALSE,TRUE
"81","2023-03-24",2023,12,8.5132539146068,87.2361555011207,71.4475537109385,0,FALSE,TRUE
"82","2023-03-19",2023,11,7.02427673928602,80.2890469642942,41.1822521972655,0,FALSE,TRUE
"83","2023-02-28",2023,9,7.67564153534387,84.624847102639,66.2448681640616,0,FALSE,TRUE
"84","2023-02-26",2023,8,3.200469839059,97.6005622430534,49.315595703125,0,FALSE,TRUE
"85","2023-02-14",2023,7,1.65059645278989,81.3553510560229,52.9259228515616,0,FALSE,TRUE
"86","2023-02-10",2023,6,4.89919471366062,86.5442834226788,63.7932141113289,0.00551144294149708,TRUE,FALSE
"87","2023-02-04",2023,5,1.79704158882232,82.3745940975642,30.8739453125,0,FALSE,TRUE
"88","2023-01-24",2023,4,3.26840406926744,88.5199635256232,39.5339733886712,0,FALSE,TRUE
"89","2023-01-20",2023,3,8.30680301048208,83.5040631253054,53.2218395996096,0,FALSE,TRUE
"90","2023-01-15",2023,2,6.94921409277284,83.9725669160742,36.1541943359385,0,FALSE,TRUE
"91","2022-06-27",2022,26,4.27622748298675,91.1048465731078,79.3578747558596,0.0027775764465332,TRUE,FALSE
"92","2022-06-22",2022,25,3.94757106236745,81.8000486413313,82.2916638183596,2.7815499947792e-05,TRUE,FALSE
"93","2022-06-18",2022,24,8.20864131368,83.1332850161101,78.3618542480462,0,FALSE,TRUE
"94","2022-06-09",2022,23,5.02861116565902,86.3454372829399,80.0117810058596,2.38418579101562e-05,TRUE,FALSE
"95","2022-05-31",2022,22,3.92615302681284,88.9105868298828,78.9453381347655,0,FALSE,TRUE
"96","2022-05-29",2022,21,2.56359482858023,90.6220310294042,73.0902294921885,1.3907749973896e-05,TRUE,FALSE
"97","2022-05-17",2022,20,4.65627598385703,83.1163810150837,70.6013317871096,0,FALSE,TRUE
"98","2022-05-15",2022,19,3.77082792815544,92.4627076688055,71.8341076660155,0.00432332344644237,TRUE,FALSE
"99","2022-04-27",2022,17,8.73326358477689,80.5095331748673,59.4607556152346,0,FALSE,TRUE
"100","2022-04-24",2022,16,7.29691876679503,87.8060413887495,71.4661755371096,0,FALSE,TRUE
"101","2022-04-13",2022,15,8.66244338935728,89.0653492718512,70.2754223632809,0,FALSE,TRUE
"102","2022-04-10",2022,14,7.50527560689903,83.4592760821849,49.661884765625,0,FALSE,TRUE
"103","2022-04-01",2022,13,8.14486063797816,81.5917002287505,59.4338391113289,0,FALSE,TRUE
"104","2022-03-27",2022,12,7.88661549452553,78.5701802666839,45.7094982910155,0,FALSE,TRUE
"105","2022-03-20",2022,11,9.4970361435887,80.9456221441851,57.1033093261712,0,FALSE,TRUE
"106","2022-02-28",2022,9,2.2653718851045,86.4718207400668,44.6684338378905,0,FALSE,TRUE
"107","2022-02-23",2022,8,5.4966894642019,96.3705524745233,62.5235241699212,0.0633994757663459,TRUE,FALSE
"108","2022-02-19",2022,7,5.95135275529962,81.6520079139908,40.5308728027346,0,FALSE,TRUE
"109","2022-02-08",2022,6,4.6678275067927,93.4018537275242,39.2454724121096,0,FALSE,TRUE
"110","2022-02-04",2022,5,9.5661525604606,96.6707233569591,61.420771484375,0.0587284564971924,TRUE,FALSE
"111","2022-01-27",2022,4,2.53237700817279,88.0386427207186,30.0442028808596,0,FALSE,TRUE
"112","2022-01-18",2022,3,5.20884233999465,88.1977296149084,35.7583020019539,0,FALSE,TRUE
"113","2022-01-15",2022,2,5.06517092475511,89.7346988669689,35.0455090332039,0.000377496075998351,TRUE,FALSE
"114","2021-06-30",2021,26,5.97518431278578,91.180573384721,81.3454113769539,0.00131130218505859,TRUE,FALSE
"115","2021-06-24",2021,25,4.78157817431257,89.3139700296957,68.58341796875,0,FALSE,TRUE
"116","2021-06-15",2021,24,4.23552217228721,87.1505014671253,77.3881909179692,0,FALSE,TRUE
"117","2021-06-09",2021,23,4.98008541808676,94.9811253092329,78.1354260253905,0.0101725257991347,TRUE,FALSE
"118","2021-06-06",2021,22,5.33935924511982,94.6658324481844,77.3077160644539,0.00283916797343409,TRUE,FALSE
